postal_code,year,business_count
19010,2013,40
19010,2014,26
19010,2015,20
19010,2016,20
19010,2017,16
19010,2018,10
19010,2019,12
19010,2020,6
19010,2021,2
19012,2007,1
19012,2008,2
19012,2009,2
19012,2010,6
19012,2011,6
19012,2012,3
19012,2013,4
19012,2014,2
19012,2015,3
19012,2016,3
19012,2019,2
19013,2009,3
19013,2010,6
19013,2011,6
19013,2012,11
19013,2013,7
19013,2014,2
19013,2015,2
19013,2016,5
19013,2017,2
19013,2018,3
19013,2019,3
19013,2020,2
19014,2008,2
19014,2009,6
19014,2010,14
19014,2011,14
19014,2012,17
19014,2013,30
19014,2014,16
19014,2015,11
19014,2016,9
19014,2017,6
19014,2018,7
19014,2019,4
19014,2020,3
19015,2007,2
19015,2008,3
19015,2009,4
19015,2010,8
19015,2011,3
19015,2012,7
19015,2013,8
19015,2014,5
19015,2015,8
19015,2016,12
19015,2017,8
19015,2018,3
19015,2019,3
19016,2019,1
19017,2011,1
19017,2018,1
19018,2007,2
19018,2008,9
19018,2009,10
19018,2010,20
19018,2011,13
19018,2012,14
19018,2013,11
19018,2014,11
19018,2015,8
19018,2016,10
19018,2017,6
19018,2018,3
19018,2019,4
19019,2009,1
19019,2011,3
19019,2012,1
19019,2013,4
19019,2014,3
19019,2015,4
19019,2016,5
19019,2017,3
19019,2018,5
19019,2019,2
19019,2021,1
19020,2006,2
19020,2007,16
19020,2008,29
19020,2009,37
19020,2010,37
19020,2011,40
19020,2012,60
19020,2013,48
19020,2014,49
19020,2015,42
19020,2016,36
19020,2017,21
19020,2018,24
19020,2019,17
19020,2020,7
19020,2021,5
19021,2008,1
19021,2009,1
19021,2010,2
19021,2011,8
19021,2012,3
19021,2013,4
19021,2014,3
19021,2015,6
19021,2016,3
19021,2017,2
19021,2018,4
19021,2020,3
19022,2008,1
19022,2010,3
19022,2011,2
19022,2012,2
19022,2013,3
19022,2014,7
19022,2016,1
19022,2019,1
19023,2007,1
19023,2008,1
19023,2009,3
19023,2010,4
19023,2011,3
19023,2012,8
19023,2013,3
19023,2014,7
19023,2015,8
19023,2016,4
19023,2017,4
19023,2018,2
19023,2019,5
19023,2020,2
19023,2021,1
19025,2006,1
19025,2008,5
19025,2009,5
19025,2010,7
19025,2011,9
19025,2012,5
19025,2013,1
19025,2014,4
19025,2015,1
19025,2016,4
19025,2017,1
19025,2018,1
19025,2019,2
19025,2020,3
19026,2007,3
19026,2008,13
19026,2009,10
19026,2010,14
19026,2011,19
19026,2012,15
19026,2013,24
19026,2014,20
19026,2015,18
19026,2016,10
19026,2017,4
19026,2018,5
19026,2019,4
19026,2020,3
19026,2021,1
19027,2005,1
19027,2006,3
19027,2007,1
19027,2008,6
19027,2009,6
19027,2010,10
19027,2011,14
19027,2012,10
19027,2013,11
19027,2014,7
19027,2015,17
19027,2016,8
19027,2017,6
19027,2018,10
19027,2019,3
19027,2020,4
19027,2021,2
19027,2022,1
19028,2011,1
19028,2013,1
19029,2009,4
19029,2010,7
19029,2011,8
19029,2012,7
19029,2013,8
19029,2014,5
19029,2015,2
19029,2016,2
19029,2017,1
19029,2018,1
19029,2019,1
19029,2020,1
19030,2006,1
19030,2007,2
19030,2008,14
19030,2009,11
19030,2010,15
19030,2011,17
19030,2012,22
19030,2013,14
19030,2014,17
19030,2015,14
19030,2016,11
19030,2017,5
19030,2019,5
19030,2020,4
19030,2021,1
19031,2007,4
19031,2008,8
19031,2009,2
19031,2010,5
19031,2011,13
19031,2012,5
19031,2013,8
19031,2014,5
19031,2015,7
19031,2016,4
19031,2017,3
19031,2019,1
19031,2020,1
19032,2008,2
19032,2009,1
19032,2010,1
19032,2011,1
19032,2012,8
19032,2013,2
19032,2014,4
19032,2015,4
19032,2016,4
19032,2017,2
19032,2018,1
19032,2019,2
19032,2020,1
19033,2007,2
19033,2008,8
19033,2009,9
19033,2010,8
19033,2011,8
19033,2012,16
19033,2013,12
19033,2014,11
19033,2015,5
19033,2016,9
19033,2017,3
19033,2018,5
19033,2019,4
19033,2020,1
19034,2007,3
19034,2008,5
19034,2009,9
19034,2010,6
19034,2011,3
19034,2012,10
19034,2013,7
19034,2014,2
19034,2015,4
19034,2016,4
19034,2017,4
19034,2018,4
19034,2019,1
19035,2006,1
19035,2007,1
19035,2008,1
19035,2009,1
19035,2010,2
19035,2011,1
19035,2012,1
19035,2013,1
19035,2014,1
19035,2017,1
19036,2008,1
19036,2009,8
19036,2010,7
19036,2011,10
19036,2012,4
19036,2013,9
19036,2014,7
19036,2015,4
19036,2016,4
19036,2017,5
19036,2018,3
19036,2019,2
19036,2020,2
19037,2013,1
19037,2017,1
19038,2007,6
19038,2008,42
19038,2009,21
19038,2010,23
19038,2011,17
19038,2012,14
19038,2013,19
19038,2014,18
19038,2015,24
19038,2016,13
19038,2017,9
19038,2018,13
19038,2019,11
19038,2020,2
19038,2021,2
19040,2008,2
19040,2009,14
19040,2010,19
19040,2011,14
19040,2012,19
19040,2013,21
19040,2014,20
19040,2015,21
19040,2016,13
19040,2017,15
19040,2018,9
19040,2019,4
19040,2020,1
19040,2021,6
19041,2007,1
19041,2008,2
19041,2009,3
19041,2010,8
19041,2011,9
19041,2012,10
19041,2013,6
19041,2014,2
19041,2015,2
19041,2016,4
19041,2017,3
19041,2018,1
19041,2019,2
19041,2020,1
19043,2008,1
19043,2009,6
19043,2010,4
19043,2011,5
19043,2012,8
19043,2013,5
19043,2014,8
19043,2015,4
19043,2016,3
19043,2017,1
19043,2018,1
19043,2020,1
19044,2005,1
19044,2006,1
19044,2007,3
19044,2008,7
19044,2009,14
19044,2010,22
19044,2011,14
19044,2012,29
19044,2013,22
19044,2014,20
19044,2015,16
19044,2016,10
19044,2017,13
19044,2018,5
19044,2019,8
19044,2020,4
19044,2021,4
19046,2007,10
19046,2008,20
19046,2009,16
19046,2010,20
19046,2011,17
19046,2012,32
19046,2013,30
19046,2014,22
19046,2015,26
19046,2016,15
19046,2017,13
19046,2018,11
19046,2019,3
19046,2020,5
19046,2021,5
19047,2006,5
19047,2007,9
19047,2008,22
19047,2009,22
19047,2010,31
19047,2011,29
19047,2012,52
19047,2013,34
19047,2014,37
19047,2015,38
19047,2016,27
19047,2017,23
19047,2018,9
19047,2019,8
19047,2020,7
19047,2021,4
19050,2007,2
19050,2008,6
19050,2009,1
19050,2010,11
19050,2011,13
19050,2012,10
19050,2013,9
19050,2014,17
19050,2015,6
19050,2016,11
19050,2017,5
19050,2018,4
19050,2019,8
19050,2020,2
19050,2021,1
19052,2010,1
19052,2014,1
19053,2006,3
19053,2007,6
19053,2008,32
19053,2009,28
19053,2010,37
19053,2011,32
19053,2012,26
19053,2013,22
19053,2014,30
19053,2015,31
19053,2016,21
19053,2017,17
19053,2018,12
19053,2019,10
19053,2020,5
19053,2021,2
19054,2007,1
19054,2008,2
19054,2009,4
19054,2010,4
19054,2011,4
19054,2012,8
19054,2013,1
19054,2014,10
19054,2015,4
19054,2016,3
19054,2017,6
19054,2018,3
19055,2007,1
19055,2008,1
19055,2009,2
19055,2010,8
19055,2011,1
19055,2012,7
19055,2013,7
19055,2014,8
19055,2015,3
19055,2016,4
19055,2017,3
19055,2018,4
19055,2019,2
19055,2021,1
19056,2007,4
19056,2008,5
19056,2009,3
19056,2010,4
19056,2011,6
19056,2012,11
19056,2013,16
19056,2014,9
19056,2015,11
19056,2016,8
19056,2017,6
19056,2018,6
19056,2020,1
19056,2021,1
19057,2007,2
19057,2008,2
19057,2009,5
19057,2010,6
19057,2011,16
19057,2012,9
19057,2013,12
19057,2014,16
19057,2015,11
19057,2016,11
19057,2017,8
19057,2018,2
19057,2019,3
19057,2020,5
19057,2021,1
19060,2009,1
19060,2010,3
19060,2011,2
19060,2012,4
19060,2013,1
19060,2014,4
19060,2016,4
19060,2017,1
19060,2019,2
19061,2007,2
19061,2009,9
19061,2010,9
19061,2011,9
19061,2012,11
19061,2013,12
19061,2014,16
19061,2015,12
19061,2016,3
19061,2017,7
19061,2018,3
19061,2019,3
19061,2020,2
19061,2021,1
19063,2006,2
19063,2007,9
19063,2008,37
19063,2009,36
19063,2010,29
19063,2011,37
19063,2012,43
19063,2013,38
19063,2014,30
19063,2015,20
19063,2016,32
19063,2017,23
19063,2018,13
19063,2019,13
19063,2020,8
19063,2021,7
19064,2006,3
19064,2007,8
19064,2008,29
19064,2009,14
19064,2010,36
19064,2011,30
19064,2012,40
19064,2013,51
19064,2014,33
19064,2015,26
19064,2016,22
19064,2017,11
19064,2018,7
19064,2019,7
19064,2020,6
19064,2021,10
19065,2009,1
19066,2007,1
19066,2008,2
19066,2010,4
19066,2011,3
19066,2012,2
19066,2013,1
19066,2014,1
19066,2015,3
19066,2016,2
19066,2017,1
19066,2019,1
19067,2006,3
19067,2007,3
19067,2008,32
19067,2009,16
19067,2010,27
19067,2011,30
19067,2012,26
19067,2013,31
19067,2014,33
19067,2015,19
19067,2016,12
19067,2017,16
19067,2018,13
19067,2019,10
19067,2020,7
19067,2021,4
19070,2007,1
19070,2008,2
19070,2009,1
19070,2010,2
19070,2011,5
19070,2012,3
19070,2013,6
19070,2014,6
19070,2015,5
19070,2016,1
19070,2017,1
19070,2018,3
19070,2019,1
19070,2020,2
19072,2007,8
19072,2008,17
19072,2009,14
19072,2010,5
19072,2011,19
19072,2012,13
19072,2013,9
19072,2014,8
19072,2015,9
19072,2016,6
19072,2017,4
19072,2018,2
19072,2019,4
19072,2020,1
19073,2005,1
19073,2006,6
19073,2007,4
19073,2008,10
19073,2009,13
19073,2010,12
19073,2011,21
19073,2012,18
19073,2013,12
19073,2014,21
19073,2015,15
19073,2016,16
19073,2017,18
19073,2018,8
19073,2019,5
19073,2020,1
19073,2021,3
19074,2007,1
19074,2008,1
19074,2009,1
19074,2011,3
19074,2012,2
19074,2013,2
19074,2014,2
19074,2015,1
19074,2016,2
19074,2017,1
19074,2018,1
19074,2019,1
19075,2007,2
19075,2008,2
19075,2009,1
19075,2010,4
19075,2011,3
19075,2012,7
19075,2013,4
19075,2014,2
19075,2015,6
19075,2016,1
19075,2017,1
19075,2018,1
19076,2006,1
19076,2008,1
19076,2009,4
19076,2010,4
19076,2011,12
19076,2012,3
19076,2013,5
19076,2014,7
19076,2015,5
19076,2016,3
19076,2017,1
19076,2018,5
19078,2007,3
19078,2008,2
19078,2009,3
19078,2010,2
19078,2011,5
19078,2012,4
19078,2013,7
19078,2014,7
19078,2015,4
19078,2016,2
19078,2017,5
19078,2018,4
19078,2019,2
19078,2020,3
19079,2009,1
19079,2010,1
19079,2011,1
19079,2013,4
19079,2014,3
19079,2015,2
19079,2016,3
19079,2017,2
19079,2018,1
19079,2019,1
19079,2020,1
19079,2021,1
19080,2020,1
19081,2007,4
19081,2008,6
19081,2009,4
19081,2010,5
19081,2011,2
19081,2012,7
19081,2013,4
19081,2014,4
19081,2015,4
19081,2016,4
19081,2017,2
19081,2018,1
19081,2020,1
19082,2005,1
19082,2007,6
19082,2008,11
19082,2009,7
19082,2010,19
19082,2011,22
19082,2012,22
19082,2013,27
19082,2014,25
19082,2015,22
19082,2016,13
19082,2017,14
19082,2018,7
19082,2019,10
19082,2020,4
19082,2021,1
19083,2007,1
19083,2008,22
19083,2009,20
19083,2010,37
19083,2011,45
19083,2012,35
19083,2013,33
19083,2014,22
19083,2015,25
19083,2016,18
19083,2017,10
19083,2018,10
19083,2019,11
19083,2020,12
19083,2021,3
19085,2007,2
19085,2008,2
19085,2009,1
19085,2010,3
19085,2011,3
19085,2012,5
19085,2013,5
19085,2014,4
19085,2015,3
19085,2016,7
19085,2017,1
19085,2018,3
19085,2019,1
19085,2020,1
19086,2009,1
19086,2011,2
19086,2012,3
19086,2013,1
19086,2014,3
19086,2015,1
19086,2019,1
19086,2020,1
19087,2005,2
19087,2006,5
19087,2007,17
19087,2008,40
19087,2009,36
19087,2010,36
19087,2011,48
19087,2012,47
19087,2013,45
19087,2014,41
19087,2015,30
19087,2016,22
19087,2017,19
19087,2018,19
19087,2019,10
19087,2020,3
19087,2021,3
19090,2005,1
19090,2006,1
19090,2007,6
19090,2008,18
19090,2009,22
19090,2010,29
19090,2011,23
19090,2012,33
19090,2013,35
19090,2014,44
19090,2015,40
19090,2016,24
19090,2017,13
19090,2018,6
19090,2019,12
19090,2020,6
19090,2021,2
19092,2012,1
19092,2020,1
19093,2019,1
19094,2007,1
19094,2008,1
19094,2009,2
19094,2010,1
19094,2011,2
19094,2012,4
19094,2013,1
19094,2014,6
19094,2015,4
19094,2016,1
19094,2017,3
19094,2018,2
19094,2020,3
19095,2007,5
19095,2008,2
19095,2009,5
19095,2010,3
19095,2011,2
19095,2012,7
19095,2013,5
19095,2014,4
19095,2015,8
19095,2016,3
19095,2017,7
19095,2018,4
19095,2019,1
19095,2020,4
19096,2006,2
19096,2007,3
19096,2008,9
19096,2009,7
19096,2010,5
19096,2011,8
19096,2012,10
19096,2013,8
19096,2014,6
19096,2015,3
19096,2016,9
19096,2017,3
19096,2018,6
19096,2019,5
19096,2020,1
19096,2021,1
19096,2022,1
19099,2011,1
19100,2007,1
19101,2010,1
19101,2011,1
19101,2012,1
19101,2014,2
19101,2018,1
19102,2005,5
19102,2006,42
19102,2007,67
19102,2008,61
19102,2009,50
19102,2010,56
19102,2011,49
19102,2012,34
19102,2013,39
19102,2014,41
19102,2015,40
19102,2016,36
19102,2017,32
19102,2018,16
19102,2019,17
19102,2020,8
19102,2021,7
19103,2005,19
19103,2006,66
19103,2007,164
19103,2008,160
19103,2009,115
19103,2010,122
19103,2011,93
19103,2012,86
19103,2013,96
19103,2014,69
19103,2015,85
19103,2016,78
19103,2017,49
19103,2018,56
19103,2019,59
19103,2020,24
19103,2021,21
19104,2005,8
19104,2006,27
19104,2007,113
19104,2008,75
19104,2009,62
19104,2010,68
19104,2011,52
19104,2012,63
19104,2013,58
19104,2014,50
19104,2015,36
19104,2016,37
19104,2017,31
19104,2018,36
19104,2019,34
19104,2020,15
19104,2021,12
19106,2005,15
19106,2006,65
19106,2007,119
19106,2008,58
19106,2009,59
19106,2010,59
19106,2011,62
19106,2012,68
19106,2013,52
19106,2014,44
19106,2015,54
19106,2016,47
19106,2017,30
19106,2018,64
19106,2019,30
19106,2020,13
19106,2021,12
19107,2005,15
19107,2006,63
19107,2007,156
19107,2008,158
19107,2009,103
19107,2010,115
19107,2011,87
19107,2012,91
19107,2013,100
19107,2014,77
19107,2015,62
19107,2016,63
19107,2017,80
19107,2018,66
19107,2019,69
19107,2020,33
19107,2021,14
19107,2022,1
19108,2012,1
19108,2013,1
19109,2009,1
19109,2012,1
19109,2013,1
19109,2014,1
19109,2017,1
19110,2006,1
19110,2007,1
19110,2008,1
19110,2009,1
19110,2012,1
19110,2013,1
19110,2014,1
19110,2017,1
19111,2005,2
19111,2006,2
19111,2007,7
19111,2008,6
19111,2009,11
19111,2010,18
19111,2011,23
19111,2012,19
19111,2013,22
19111,2014,21
19111,2015,19
19111,2016,21
19111,2017,13
19111,2018,12
19111,2019,7
19111,2020,1
19112,2006,1
19112,2007,1
19112,2008,1
19112,2010,2
19112,2011,2
19112,2012,1
19112,2013,6
19112,2014,4
19112,2015,1
19112,2017,1
19113,2007,1
19113,2008,1
19113,2009,1
19113,2010,1
19113,2011,1
19113,2014,2
19113,2016,1
19113,2017,1
19113,2018,1
19113,2019,1
19114,2006,1
19114,2007,21
19114,2008,9
19114,2009,10
19114,2010,9
19114,2011,23
19114,2012,31
19114,2013,28
19114,2014,20
19114,2015,25
19114,2016,23
19114,2017,14
19114,2018,10
19114,2019,5
19114,2020,3
19114,2021,2
19115,2007,7
19115,2008,10
19115,2009,19
19115,2010,18
19115,2011,29
19115,2012,15
19115,2013,18
19115,2014,20
19115,2015,20
19115,2016,20
19115,2017,6
19115,2018,8
19115,2019,4
19115,2020,4
19116,2006,1
19116,2007,8
19116,2008,14
19116,2009,19
19116,2010,10
19116,2011,26
19116,2012,17
19116,2013,15
19116,2014,20
19116,2015,10
19116,2016,17
19116,2017,8
19116,2018,12
19116,2019,4
19116,2020,3
19116,2021,1
19117,2016,1
19118,2006,5
19118,2007,23
19118,2008,31
19118,2009,18
19118,2010,13
19118,2011,23
19118,2012,13
19118,2013,11
19118,2014,9
19118,2015,12
19118,2016,15
19118,2017,14
19118,2018,7
19118,2019,4
19118,2020,4
19118,2021,1
19119,2005,1
19119,2006,1
19119,2007,6
19119,2008,15
19119,2009,20
19119,2010,10
19119,2011,10
19119,2012,10
19119,2013,19
19119,2014,14
19119,2015,11
19119,2016,10
19119,2017,2
19119,2018,2
19119,2019,10
19119,2020,6
19119,2021,1
19120,2005,1
19120,2006,2
19120,2007,2
19120,2008,5
19120,2009,10
19120,2010,21
19120,2011,7
19120,2012,10
19120,2013,18
19120,2014,20
19120,2015,16
19120,2016,10
19120,2017,9
19120,2018,10
19120,2019,7
19120,2020,12
19120,2021,1
19121,2007,10
19121,2008,5
19121,2009,7
19121,2010,5
19121,2011,11
19121,2012,7
19121,2013,16
19121,2014,6
19121,2015,14
19121,2016,14
19121,2017,7
19121,2018,4
19121,2019,8
19122,2006,1
19122,2007,11
19122,2008,13
19122,2009,8
19122,2010,14
19122,2011,13
19122,2012,20
19122,2013,18
19122,2014,17
19122,2015,26
19122,2016,17
19122,2017,10
19122,2018,18
19122,2019,16
19122,2020,7
19122,2021,9
19123,2005,5
19123,2006,21
19123,2007,42
19123,2008,43
19123,2009,44
19123,2010,43
19123,2011,48
19123,2012,50
19123,2013,45
19123,2014,34
19123,2015,36
19123,2016,37
19123,2017,31
19123,2018,30
19123,2019,31
19123,2020,16
19123,2021,14
19124,2006,1
19124,2007,2
19124,2008,11
19124,2009,6
19124,2010,14
19124,2011,18
19124,2012,27
19124,2013,18
19124,2014,28
19124,2015,18
19124,2016,13
19124,2017,10
19124,2018,7
19124,2019,4
19124,2020,3
19124,2021,2
19125,2006,1
19125,2007,14
19125,2008,36
19125,2009,27
19125,2010,47
19125,2011,39
19125,2012,24
19125,2013,33
19125,2014,39
19125,2015,33
19125,2016,31
19125,2017,32
19125,2018,28
19125,2019,17
19125,2020,11
19125,2021,17
19126,2007,1
19126,2008,4
19126,2009,3
19126,2010,3
19126,2011,3
19126,2014,3
19126,2015,3
19126,2016,5
19126,2017,1
19126,2018,1
19126,2019,1
19126,2020,1
19127,2005,2
19127,2006,1
19127,2007,24
19127,2008,26
19127,2009,24
19127,2010,28
19127,2011,23
19127,2012,21
19127,2013,26
19127,2014,18
19127,2015,24
19127,2016,12
19127,2017,17
19127,2018,13
19127,2019,15
19127,2020,13
19127,2021,2
19128,2005,2
19128,2006,3
19128,2007,10
19128,2008,32
19128,2009,33
19128,2010,48
19128,2011,42
19128,2012,43
19128,2013,29
19128,2014,36
19128,2015,26
19128,2016,22
19128,2017,18
19128,2018,12
19128,2019,15
19128,2020,9
19128,2021,7
19129,2007,4
19129,2008,10
19129,2009,12
19129,2010,11
19129,2011,19
19129,2012,8
19129,2013,11
19129,2014,9
19129,2015,8
19129,2016,15
19129,2017,7
19129,2018,4
19129,2019,5
19129,2020,2
19129,2021,1
19130,2005,2
19130,2006,14
19130,2007,36
19130,2008,35
19130,2009,36
19130,2010,44
19130,2011,19
19130,2012,34
19130,2013,30
19130,2014,31
19130,2015,26
19130,2016,38
19130,2017,26
19130,2018,22
19130,2019,20
19130,2020,11
19130,2021,10
19131,2006,1
19131,2007,13
19131,2008,10
19131,2009,10
19131,2010,26
19131,2011,12
19131,2012,14
19131,2013,12
19131,2014,13
19131,2015,15
19131,2016,16
19131,2017,14
19131,2018,11
19131,2019,5
19131,2020,5
19131,2021,2
19132,2007,1
19132,2008,2
19132,2009,3
19132,2010,3
19132,2011,4
19132,2012,4
19132,2013,7
19132,2014,9
19132,2015,7
19132,2016,3
19132,2017,3
19132,2018,4
19132,2019,2
19132,2021,1
19133,2008,2
19133,2009,1
19133,2010,6
19133,2011,2
19133,2012,2
19133,2013,5
19133,2014,3
19133,2015,7
19133,2016,3
19133,2017,5
19133,2018,2
19133,2020,2
19133,2021,1
19134,2006,2
19134,2007,3
19134,2008,19
19134,2009,18
19134,2010,32
19134,2011,20
19134,2012,23
19134,2013,33
19134,2014,26
19134,2015,17
19134,2016,20
19134,2017,11
19134,2018,18
19134,2019,5
19134,2020,4
19134,2021,2
19135,2006,2
19135,2007,5
19135,2008,7
19135,2009,9
19135,2010,16
19135,2011,24
19135,2012,16
19135,2013,21
19135,2014,13
19135,2015,15
19135,2016,16
19135,2017,9
19135,2018,7
19135,2019,2
19135,2020,4
19135,2021,2
19136,2007,12
19136,2008,6
19136,2009,12
19136,2010,7
19136,2011,19
19136,2012,25
19136,2013,29
19136,2014,22
19136,2015,15
19136,2016,15
19136,2017,7
19136,2018,8
19136,2019,4
19136,2020,5
19136,2021,1
19137,2009,2
19137,2010,8
19137,2011,7
19137,2012,10
19137,2013,6
19137,2014,2
19137,2015,8
19137,2016,4
19137,2017,2
19137,2018,4
19137,2019,4
19137,2020,3
19138,2007,2
19138,2008,1
19138,2009,4
19138,2010,4
19138,2011,7
19138,2012,6
19138,2013,4
19138,2014,6
19138,2015,12
19138,2016,5
19138,2018,1
19138,2019,2
19138,2020,1
19139,2006,1
19139,2007,4
19139,2008,7
19139,2009,6
19139,2010,9
19139,2011,12
19139,2012,11
19139,2013,14
19139,2014,12
19139,2015,7
19139,2016,9
19139,2017,8
19139,2018,2
19139,2019,4
19139,2020,4
19139,2021,1
19140,2006,1
19140,2007,5
19140,2008,2
19140,2009,8
19140,2010,12
19140,2011,7
19140,2012,5
19140,2013,12
19140,2014,6
19140,2015,11
19140,2016,11
19140,2017,5
19140,2018,7
19140,2019,2
19140,2020,3
19141,2008,1
19141,2009,2
19141,2010,6
19141,2011,9
19141,2012,6
19141,2013,6
19141,2014,9
19141,2015,5
19141,2016,3
19141,2017,3
19141,2018,3
19141,2019,1
19141,2020,3
19142,2007,1
19142,2008,1
19142,2009,4
19142,2010,4
19142,2011,4
19142,2012,8
19142,2013,5
19142,2014,7
19142,2015,8
19142,2016,4
19142,2017,8
19142,2018,4
19142,2020,2
19142,2021,1
19143,2006,1
19143,2007,19
19143,2008,25
19143,2009,7
19143,2010,18
19143,2011,24
19143,2012,12
19143,2013,16
19143,2014,14
19143,2015,13
19143,2016,18
19143,2017,13
19143,2018,10
19143,2019,9
19143,2020,12
19143,2021,1
19144,2006,1
19144,2007,10
19144,2008,5
19144,2009,6
19144,2010,10
19144,2011,19
19144,2012,16
19144,2013,19
19144,2014,15
19144,2015,16
19144,2016,18
19144,2017,10
19144,2018,8
19144,2019,10
19144,2020,6
19144,2021,1
19145,2005,1
19145,2006,2
19145,2007,15
19145,2008,45
19145,2009,33
19145,2010,33
19145,2011,33
19145,2012,27
19145,2013,35
19145,2014,18
19145,2015,29
19145,2016,23
19145,2017,19
19145,2018,11
19145,2019,13
19145,2020,8
19145,2021,2
19146,2005,4
19146,2006,14
19146,2007,32
19146,2008,33
19146,2009,36
19146,2010,35
19146,2011,39
19146,2012,37
19146,2013,38
19146,2014,38
19146,2015,26
19146,2016,28
19146,2017,24
19146,2018,31
19146,2019,18
19146,2020,14
19146,2021,5
19147,2005,16
19147,2006,53
19147,2007,201
19147,2008,110
19147,2009,94
19147,2010,94
19147,2011,86
19147,2012,95
19147,2013,108
19147,2014,66
19147,2015,79
19147,2016,62
19147,2017,44
19147,2018,48
19147,2019,52
19147,2020,27
19147,2021,20
19148,2005,3
19148,2006,5
19148,2007,41
19148,2008,66
19148,2009,47
19148,2010,68
19148,2011,49
19148,2012,49
19148,2013,53
19148,2014,54
19148,2015,57
19148,2016,47
19148,2017,31
19148,2018,31
19148,2019,29
19148,2020,12
19148,2021,17
19149,2006,2
19149,2007,9
19149,2008,8
19149,2009,11
19149,2010,18
19149,2011,26
19149,2012,23
19149,2013,38
19149,2014,27
19149,2015,29
19149,2016,14
19149,2017,19
19149,2018,9
19149,2019,14
19149,2020,3
19149,2021,5
19150,2007,4
19150,2009,3
19150,2010,4
19150,2011,12
19150,2012,7
19150,2013,11
19150,2014,7
19150,2015,7
19150,2016,7
19150,2017,2
19150,2018,5
19150,2019,1
19150,2020,2
19151,2007,5
19151,2008,5
19151,2009,7
19151,2010,7
19151,2011,8
19151,2012,9
19151,2013,11
19151,2014,9
19151,2015,14
19151,2016,8
19151,2017,7
19151,2018,3
19151,2019,1
19151,2020,3
19152,2007,3
19152,2008,6
19152,2009,8
19152,2010,18
19152,2011,17
19152,2012,21
19152,2013,16
19152,2014,12
19152,2015,15
19152,2016,8
19152,2017,7
19152,2018,6
19152,2019,5
19152,2020,4
19152,2021,2
19153,2005,1
19153,2006,2
19153,2007,9
19153,2008,28
19153,2009,17
19153,2010,25
19153,2011,22
19153,2012,23
19153,2013,16
19153,2014,21
19153,2015,12
19153,2016,15
19153,2017,21
19153,2018,10
19153,2019,11
19153,2020,1
19153,2021,2
19154,2007,3
19154,2008,11
19154,2009,3
19154,2010,15
19154,2011,16
19154,2012,17
19154,2013,20
19154,2014,17
19154,2015,16
19154,2016,6
19154,2017,6
19154,2018,4
19154,2019,6
19154,2020,6
19154,2021,2
19155,2018,1
19160,2012,1
19176,2006,7
19176,2007,22
19176,2008,22
19176,2009,2
19176,2011,1
19176,2013,1
19192,2011,1
19195,2007,31
19195,2008,2
19195,2009,1
19195,2012,1
19301,2006,1
19301,2007,1
19301,2008,15
19301,2009,10
19301,2010,18
19301,2011,19
19301,2012,12
19301,2013,6
19301,2014,14
19301,2015,17
19301,2016,15
19301,2017,4
19301,2018,7
19301,2019,7
19301,2020,3
19301,2021,3
19311,2008,3
19311,2009,3
19311,2010,1
19311,2011,4
19311,2012,4
19311,2013,5
19311,2014,3
19311,2015,2
19311,2016,2
19311,2017,1
19311,2018,2
19311,2019,1
19311,2021,1
19312,2006,1
19312,2007,7
19312,2008,15
19312,2009,7
19312,2010,7
19312,2011,8
19312,2012,13
19312,2013,14
19312,2014,14
19312,2015,8
19312,2016,4
19312,2017,2
19312,2018,5
19312,2019,4
19312,2020,1
19312,2021,2
19317,2005,1
19317,2007,2
19317,2008,5
19317,2009,13
19317,2010,8
19317,2011,13
19317,2012,12
19317,2013,12
19317,2014,15
19317,2015,7
19317,2016,9
19317,2017,8
19317,2018,7
19317,2019,3
19317,2020,2
19317,2021,1
19320,2008,1
19320,2010,5
19320,2011,3
19320,2012,7
19320,2013,3
19320,2014,4
19320,2015,4
19320,2016,1
19320,2017,1
19331,2009,2
19331,2010,1
19331,2012,1
19333,2007,2
19333,2008,3
19333,2009,4
19333,2010,5
19333,2011,3
19333,2012,5
19333,2013,4
19333,2014,4
19333,2015,6
19333,2016,4
19333,2017,5
19333,2018,4
19333,2019,2
19333,2020,1
19333,2021,1
19335,2005,1
19335,2006,2
19335,2007,3
19335,2008,11
19335,2009,12
19335,2010,16
19335,2011,36
19335,2012,31
19335,2013,35
19335,2014,23
19335,2015,18
19335,2016,20
19335,2017,16
19335,2018,10
19335,2019,9
19335,2020,2
19335,2021,6
19341,2006,5
19341,2007,8
19341,2008,15
19341,2009,27
19341,2010,37
19341,2011,33
19341,2012,40
19341,2013,55
19341,2014,44
19341,2015,50
19341,2016,32
19341,2017,26
19341,2018,20
19341,2019,17
19341,2020,8
19341,2021,5
19342,2007,2
19342,2008,4
19342,2009,20
19342,2010,23
19342,2011,22
19342,2012,18
19342,2013,23
19342,2014,19
19342,2015,23
19342,2016,13
19342,2017,18
19342,2018,6
19342,2019,13
19342,2020,6
19342,2021,3
19343,2008,1
19343,2009,1
19343,2011,1
19343,2012,3
19343,2013,2
19343,2014,3
19343,2015,1
19343,2016,1
19343,2017,1
19344,2016,1
19348,2006,1
19348,2007,3
19348,2008,11
19348,2009,17
19348,2010,17
19348,2011,20
19348,2012,17
19348,2013,24
19348,2014,12
19348,2015,13
